Energy  I_exp            I_cal
0	0.0182365	0.0192576
1.00671	0.0247887	0.0260369
2.01342	0.0355342	0.0370765
3.02013	0.0547263	0.0566251
4.02685	0.0927088	0.0949527
5.03356	0.173218	0.176037
6.04027	0.300383	0.310853
7.04698	0.326055	0.355518
8.05369	0.21833	0.246788
9.0604	0.117412	0.13325
10.0671	0.0680264	0.077179
11.0738	0.0448499	0.051361
12.0805	0.0339046	0.0398418
13.0872	0.0304543	0.0375255
14.094	0.0347841	0.0456606
15.1007	0.0482996	0.0673028
16.1074	0.0488995	0.0711695
17.1141	0.0301479	0.0435387
18.1208	0.0181779	0.0253532
19.1275	0.0122457	0.0165047
20.1342	0.00901227	0.011813
21.1409	0.00703719	0.00902569
22.1477	0.00571946	0.0072126
23.1544	0.00478178	0.00595084
24.1611	0.0040823	0.00502755
25.1678	0.00354179	0.00432581
26.1745	0.00311272	0.00377664
27.1812	0.00276484	0.00333691
28.1879	0.00247802	0.00297831
29.1946	0.00223831	0.00268154
30.2013	0.00203572	0.00243296
31.2081	0.00186295	0.00222273
32.2148	0.00171451	0.00204355
33.2215	0.00158622	0.00188991
34.2282	0.00147483	0.00175759
35.2349	0.00137782	0.00164334
36.2416	0.00129319	0.00154462
37.2483	0.00121938	0.00145946
38.255	0.00115513	0.00138631
39.2617	0.00109949	0.00132402
40.2685	0.00105173	0.00127174
41.2752	0.00101133	0.00122888
42.2819	0.000977985	0.00119516
43.2886	0.000951564	0.00117054
44.2953	0.00093217	0.00115531
45.302	0.000920152	0.00115008
46.3087	0.00091617	0.00115595
47.3154	0.000921297	0.00117457
48.3221	0.000937173	0.00120842
49.3289	0.000966273	0.00126117
50.3356	0.00101234	0.00133831
51.3423	0.00108115	0.00144814
52.349	0.00118187	0.00160369
53.3557	0.00132974	0.0018262
54.3624	0.00155148	0.00215207
55.3691	0.00189744	0.00264791
56.3758	0.00247122	0.00344585
57.3826	0.00350841	0.00483427
58.3893	0.00557684	0.00750236
59.396	0.00959953	0.0129938
60.4027	0.0131056	0.0213671
61.4094	0.0133944	0.0240978
62.4161	0.0139044	0.021364
63.4228	0.0113432	0.017077
64.4295	0.0115385	0.0193533
65.4362	0.0168576	0.028332
66.443	0.020656	0.0268117
67.4497	0.0133178	0.0152137
68.4564	0.00724172	0.00852141
69.4631	0.00434022	0.00534274
70.4698	0.0028967	0.00369357
71.4765	0.00209696	0.00274574
72.4832	0.00161109	0.00215536
73.4899	0.00129427	0.00176553
74.4966	0.00107644	0.0014979
75.5034	0.000920752	0.00131059
76.5101	0.000806564	0.0011804
77.5168	0.000721846	0.00109488
78.5235	0.000659609	0.00104891
79.5302	0.000616245	0.00104402
80.5369	0.000591045	0.00109026
81.5436	0.000586819	0.00121254
82.5503	0.000612426	0.00146756
83.557	0.000690007	0.00199013
84.5638	0.000875382	0.00311956
85.5705	0.001307	0.00556765
86.5772	0.00212362	0.0084111
87.5839	0.00228742	0.00637378
88.5906	0.00142112	0.00347815
89.5973	0.000862614	0.00204545
90.604	0.000597669	0.00135963
91.6107	0.000460822	0.000994196
92.6174	0.000381187	0.000778259
93.6242	0.000329933	0.000639565
94.6309	0.000294223	0.000544423
95.6376	0.000267761	0.000475648
96.6443	0.000247185	0.000423793
97.651	0.000230571	0.000383326
98.6577	0.000216754	0.000350839
99.6644	0.000204987	0.000324135
100.671	0.000194775	0.000301746
101.678	0.000185775	0.000282658
102.685	0.000177745	0.00026615
103.691	0.000170506	0.000251698
104.698	0.000163922	0.000238913
105.705	0.000157892	0.000227497
106.711	0.000152335	0.000217224
107.718	0.000147186	0.000207914
108.725	0.000142394	0.000199424
109.732	0.000137917	0.000191641
110.738	0.000133719	0.00018447
111.745	0.000129771	0.000177835
112.752	0.000126047	0.000171672
113.758	0.000122527	0.000165928
114.765	0.000119192	0.000160557
115.772	0.000116025	0.00015552
116.779	0.000113013	0.000150784
117.785	0.000110144	0.00014632
118.792	0.000107406	0.000142105
119.799	0.00010479	0.000138115
120.805	0.000102288	0.000134331
121.812	9.98908e-05	0.000130738
122.819	9.75921e-05	0.000127319
123.826	9.53855e-05	0.000124061
124.832	9.32652e-05	0.000120954
125.839	9.12259e-05	0.000117985
126.846	8.9263e-05	0.000115145
127.852	8.73719e-05	0.000112426
128.859	8.55487e-05	0.000109819
129.866	8.37896e-05	0.000107317
130.872	8.20913e-05	0.000104915
131.879	8.04505e-05	0.000102605
132.886	7.88643e-05	0.000100383
133.893	7.733e-05	9.82431e-05
134.899	7.5845e-05	9.61809e-05
135.906	7.4407e-05	9.41923e-05
136.913	7.30138e-05	9.22731e-05
137.919	7.16633e-05	9.04198e-05
138.926	7.03536e-05	8.8629e-05
139.933	6.90828e-05	8.68975e-05
140.94	6.78493e-05	8.52224e-05
141.946	6.66515e-05	8.36009e-05
142.953	6.54878e-05	8.20306e-05
143.96	6.43569e-05	8.0509e-05
144.966	6.32574e-05	7.90339e-05
145.973	6.2188e-05	7.76032e-05
146.98	6.11475e-05	7.62149e-05
147.987	6.01349e-05	7.48672e-05
148.993	5.9149e-05	7.35584e-05
150	5.81889e-05	7.22868e-05
