9.411e-01, -5.975e-02, -6.373e-01, 9.740e-04, -1.922e-02, 1.523e-02, 6.535e-02, 1.762e-21, 2.515e-03, 4.012e-02, -6.879e+01, 8.011e+00, 1.333e+01, 4.745e+01, 7.680e+01, 8.212e+01, 1.162e+02, 2.807e-01, 1.000e+00, 1.911e-01, 2.840e-01, 1.000e+00, 1.900e-01
-2.292e+00, -3.704e-03, 5.573e-01, -1.176e-03, 1.746e-02, 2.784e-02, 4.504e-01, 1.178e-17, 3.878e-02, 4.512e-02, -6.874e+01, 7.957e+00, 1.335e+01, 4.744e+01, 7.680e+01, 8.212e+01, 1.162e+02, 2.335e-01, 1.000e+00, 1.985e-01, 2.840e-01, 1.000e+00, 1.900e-01
1.953e+00, -3.360e-03, 6.205e-01, 2.672e-03, -2.847e-02, 1.659e-02, 4.755e-02, 5.920e-23, 1.222e-03, 3.530e-02, -6.879e+01, 8.009e+00, 1.333e+01, 4.745e+01, 7.680e+01, 8.212e+01, 1.162e+02, 2.825e-01, 1.000e+00, 1.914e-01, 2.840e-01, 1.000e+00, 1.900e-01
-2.180e+00, 1.104e-02, -9.416e-02, -8.730e-04, 1.473e-02, 4.156e-02, 1.068e+00, 4.948e-14, 9.896e-02, 2.451e-02, -6.887e+01, 7.736e+00, 1.322e+01, 4.792e+01, 7.680e+01, 8.212e+01, 1.162e+02, 2.534e-01, 1.000e+00, 1.058e-01, 2.840e-01, 1.000e+00, 1.900e-01
7.330e+00, -1.150e+00, 5.393e+00, -5.168e-02, -5.551e-01, 1.863e-01, 1.829e+08, 1.829e-02, 9.335e-01, 4.131e-02, -5.239e+02, -4.450e+02, -4.132e+02, 1.382e+03, 7.680e+01, 8.212e+01, 1.162e+02, 5.067e+01, 1.000e+00, 7.140e+00, 2.840e-01, 1.000e+00, 1.900e-01
3.929e-01, -7.445e-02, 1.764e+00, -6.181e-02, -1.980e+00, 8.356e-01, 1.028e+09, 1.028e-01, 8.446e-01, 7.336e-01, -7.699e+02, -6.910e+02, -6.590e+02, 2.120e+03, 7.680e+01, 8.212e+01, 1.162e+02, 4.778e+00, 1.000e+00, 3.667e+00, 2.840e-01, 1.000e+00, 1.900e-01
1.552e+00, 1.377e-02, 9.492e-03, -4.629e-03, 1.492e-03, 1.981e-02, 2.328e+00, 3.340e-15, 1.584e-01, 3.541e-01, -6.895e+01, 8.362e+00, 1.328e+01, 4.730e+01, 7.680e+01, 8.212e+01, 1.162e+02, 4.974e-01, 1.000e+00, 3.034e-01, 2.840e-01, 1.000e+00, 1.900e-01
1.138e+00, 3.823e-01, 4.592e+00, -1.873e-01, 6.119e+00, 2.789e+00, 1.021e+11, 1.021e+01, 9.845e-01, 5.715e-01, -2.282e+03, -2.203e+03, -2.171e+03, 6.656e+03, 7.680e+01, 8.212e+01, 1.162e+02, 8.017e-01, 1.000e+00, 1.451e+00, 2.840e-01, 1.000e+00, 1.900e-01
-1.444e+00, 2.387e-02, -7.175e-01, -5.890e-05, -8.550e-03, 4.010e-02, 1.516e+00, 6.108e-17, 1.207e-01, 1.221e-01, -6.885e+01, 8.034e+00, 1.333e+01, 4.749e+01, 7.680e+01, 8.212e+01, 1.162e+02, 4.388e-01, 1.000e+00, 1.268e-01, 2.840e-01, 1.000e+00, 1.900e-01
-7.408e-01, 6.955e-02, 1.008e-01, 1.693e-03, 2.695e-02, 6.555e-03, 8.851e-01, 1.701e-16, 7.937e-02, 8.462e-03, -6.884e+01, 8.185e+00, 1.335e+01, 4.731e+01, 7.680e+01, 8.212e+01, 1.162e+02, 3.884e-01, 1.000e+00, 2.292e-01, 2.840e-01, 1.000e+00, 1.900e-01
