1.69E+00,-3.26E-02,5.87E-01,2.00E-03,3.08E-02,-2.03E-02,1.98E-02,6.77E-18,8.66E-03,6.24E-03,-6.88E+01,8.01E+00,1.33E+01,4.75E+01,7.68E+01,8.21E+01,1.16E+02,2.88E-01,1.00E+00,1.97E-01,2.84E-01,1.00E+00,1.90E-01
1.05E+00,-6.10E-02,-4.97E-01,1.04E-03,-2.91E-02,1.12E-02,2.88E-02,6.60E-18,5.64E-03,2.08E-02,-6.88E+01,7.99E+00,1.33E+01,4.75E+01,7.68E+01,8.21E+01,1.16E+02,2.81E-01,1.00E+00,1.87E-01,2.84E-01,1.00E+00,1.90E-01
9.73E-01,-6.01E-02,5.88E-01,9.94E-04,2.39E-02,1.39E-02,3.64E-02,9.95E-18,7.45E-03,2.52E-02,-6.88E+01,8.05E+00,1.33E+01,4.74E+01,7.68E+01,8.21E+01,1.16E+02,2.84E-01,1.00E+00,1.96E-01,2.84E-01,1.00E+00,1.90E-01
1.44E+00,-4.63E-02,-2.72E-01,1.58E-03,4.20E-02,-1.96E-02,6.75E-02,7.06E-18,2.32E-02,2.99E-02,-6.88E+01,8.03E+00,1.33E+01,4.74E+01,7.68E+01,8.21E+01,1.16E+02,2.73E-01,1.00E+00,2.12E-01,2.84E-01,1.00E+00,1.90E-01
2.20E+00,-1.41E-02,-6.01E-02,2.71E-03,4.17E-02,3.54E-03,8.89E-02,1.55E-15,3.89E-02,2.68E-02,-6.87E+01,7.93E+00,1.35E+01,4.73E+01,7.68E+01,8.21E+01,1.16E+02,2.45E-01,1.00E+00,1.81E-01,2.84E-01,1.00E+00,1.90E-01
9.27E-01,-6.19E-02,6.05E-01,9.23E-04,2.20E-02,1.15E-02,9.15E-02,9.78E-16,4.05E-02,2.30E-02,-6.89E+01,8.04E+00,1.33E+01,4.76E+01,7.68E+01,8.21E+01,1.16E+02,3.26E-01,1.00E+00,1.66E-01,2.84E-01,1.00E+00,1.90E-01
-1.85E+00,2.26E-02,2.81E-01,-4.01E-04,5.19E-03,-4.51E-02,1.65E-01,5.21E-18,5.09E-02,7.61E-02,-6.88E+01,8.06E+00,1.34E+01,4.74E+01,7.68E+01,8.21E+01,1.16E+02,3.43E-01,1.00E+00,1.60E-01,2.84E-01,1.00E+00,1.90E-01
1.64E+00,8.15E-03,-7.66E-01,2.60E-03,2.55E-02,2.01E-02,2.21E-01,8.72E-16,1.01E-01,4.45E-02,-6.88E+01,8.31E+00,1.33E+01,4.73E+01,7.68E+01,8.21E+01,1.16E+02,3.86E-01,1.00E+00,2.70E-01,2.84E-01,1.00E+00,1.90E-01
-1.91E+00,1.38E-02,-2.89E-02,-5.85E-04,-3.86E-02,-3.86E-02,2.24E-01,9.02E-18,2.94E-02,1.73E-01,-6.88E+01,8.08E+00,1.33E+01,4.75E+01,7.68E+01,8.21E+01,1.16E+02,3.20E-01,1.00E+00,1.78E-01,2.84E-01,1.00E+00,1.90E-01
-1.73E+00,2.07E-02,-9.69E-02,-3.27E-04,-4.18E-02,-3.86E-02,2.30E-01,1.22E-17,5.70E-02,1.26E-01,-6.88E+01,8.10E+00,1.33E+01,4.74E+01,7.68E+01,8.21E+01,1.16E+02,3.64E-01,1.00E+00,1.77E-01,2.84E-01,1.00E+00,1.90E-01
-1.95E+00,1.37E-02,2.87E-01,-6.21E-04,-1.78E-02,4.35E-02,2.34E-01,6.08E-20,4.10E-02,1.65E-01,-6.88E+01,8.03E+00,1.33E+01,4.74E+01,7.68E+01,8.21E+01,1.16E+02,3.17E-01,1.00E+00,1.56E-01,2.84E-01,1.00E+00,1.90E-01
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
